field_1,Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
"120","212",S,-62.030229380192296,-33.818308241396700,104.839652999999998,BC,18/19,"212"
"121","213",S,-62.026176854465596,-33.811959059575599,104.438438000000005,BC,18/19,"213"
"122","214",S,-62.025783180537793,-33.815807104816898,104.438438000000005,BC,18/19,"214"
"123","215",S,-62.021776969390793,-33.809977248749000,107.107010000000002,BC,18/19,"215"
"124","217",X,-62.067350515849199,-33.838564751905302,105.072921999999977,BC,18/19,"217"
"125","219",X,-62.058272858221294,-33.827504099306303,104.167846999999995,BC,18/19,"219"
"126","220",N,-62.054243489784497,-33.829639397626700,104.167846999999995,BC,18/19,"220"
"127","221",N,-62.050515166115893,-33.823772008422502,109.075789999999984,BC,18/19,"221"
"128","222",N,-62.049357301622493,-33.826407574039102,109.075789999999984,BC,18/19,"222"
"129","224",N,-62.044749000938893,-33.825830449828999,110.055511000000010,BC,18/19,"224"
"130","226",S,-62.010846728573597,-33.789579246979699,100.276947000000007,BC,18/19,"226"
"131","227",X,-62.010454000000003,-33.783647999999999,95.079750000000004,BC,18/19,"227"
"132","228",S,-62.010454000000003,-33.783647999999999,95.079750000000004,BC,18/19,"228"
"133","233",R,-62.016010804213899,-33.806956341985398,103.878593000000009,BC,18/19,"233"
"134","234",S,-62.014111906444803,-33.809188359820503,103.878593000000009,BC,18/19,"234"
"135","235",M,-62.007512078832704,-33.802665316557302,104.326468999999989,BC,18/19,"235"
"136","236",X,-62.007766809021298,-33.806051973356603,104.326468999999989,BC,18/19,"236"
"137","237",M,-62.007349977803706,-33.801356799625601,104.214500000000001,BC,18/19,"237"
"138","238",X,-62.003760597874297,-33.799374743228896,104.214500000000001,BC,18/19,"238"
"139","239",S,-62.011008829602702,-33.797873737940193,103.066826000000006,BC,18/19,"239"
"140","242",S,-61.976434995831099,-33.577499432322504,104.261154000000005,BC,18/19,"242"
"141","246",S,-61.971294077480600,-33.584328965406002,104.158516000000006,BC,18/19,"246"
"142","249",M,-61.982826407834395,-33.558011070855898,105.810042999999993,BC,18/19,"249"
"143","251",M,-61.980603308007211,-33.560481126399900,104.904967999999997,BC,18/19,"251"
"144","256",S,-61.977731804063701,-33.573872228926000,99.978363000000002,BC,18/19,"256"
"145","258",M,-61.979329657064504,-33.546132590743397,108.665237000000005,BC,18/19,"258"
"146","263",M,-61.958742826372699,-33.541017876232800,109.477005000000005,BC,18/19,"263"
"147","271",M,-61.984609519154205,-33.544646459613602,108.599922000000007,BC,18/19,"271"
"148","274",S,-62.030854627018698,-33.578078227273004,105.987328000000005,BC,18/19,"274"
"149","276",S,-62.034606107977197,-33.573640700129900,103.682648000000000,BC,18/19,"276"
"150","278",S/M,-62.032336693570201,-33.572598812862900,109.663619999999995,BC,18/19,"278"
"151","281",M,-62.026130539885798,-33.597253438242802,108.366652999999999,BC,18/19,"281"
"152","284",S,-62.021035936115105,-33.588225801403397,105.912682000000004,BC,18/19,"284"
"153","285",S,-62.031873547772896,-33.588573035674699,110.120827000000006,BC,18/19,"285"
"154","286",S,-62.025435821189795,-33.583750212376799,110.120827000000006,BC,18/19,"286"
"155","287",S,-62.034930310035293,-33.583518710078202,105.632766999999987,BC,18/19,"287"
"156","292",S,-61.990931459287893,-33.552568980495501,108.973151999999999,BC,18/19,"292"
"157","293",S,-61.987550494967302,-33.551295250263401,110.307441999999995,BC,18/19,"293"
"158","295",S,-61.984678991023799,-33.555270770336797,107.302956000000023,BC,18/19,"295"
"159","297",S,-62.021406452752885,-33.562024875242699,110.130157000000011,BC,18/19,"297"
"160","298",S,-62.017330769736297,-33.566501590836097,110.130157000000011,BC,18/19,"298"
"161","301",S,-62.011773020168285,-33.557084781815298,107.610869999999977,BC,18/19,"301"
"162","303",S,-62.004686889468893,-33.554112870751702,110.307441999999995,BC,18/19,"303"
"163","306",N,-61.919444905468289,-33.677640630738395,103.066826000000006,BC,18/19,"306"
"164","308",N,-61.925257385224896,-33.680377042984603,103.281424999999999,BC,18/19,"308"
"165","309",M,-61.924979497746499,-33.555531295604602,109.644958000000003,BC,18/19,"309"
"166","310",X,-61.929217281792205,-33.557403194793501,109.644958000000003,BC,18/19,"310"
"167","316",M,-61.896287615601203,-33.602586630099601,107.536224000000004,BC,18/19,"316"
"168","318",S,-61.956913400473205,-33.546788796354896,107.554886000000010,BC,18/19,"318"
"169","321",S,-61.940656982986496,-33.545071071115700,112.472160000000002,BC,18/19,"321"
"170","322",X,-61.942833768233989,-33.548101192628103,112.472160000000002,BC,18/19,"322"
"171","323",S,-61.929842528618600,-33.548950379594899,110.232795999999993,BC,18/19,"323"
"172","327",S,-61.897329693645197,-33.670413771284402,103.822609000000000,BC,18/19,"327"
"173","328",M,-61.900131725719099,-33.666327918027804,103.822609000000000,BC,18/19,"328"
"174","329",S,-61.900733815255698,-33.673690022824601,104.755675999999994,BC,18/19,"329"
"175","330",S,-61.905017913881103,-33.670124684274100,104.755675999999994,BC,18/19,"330"
"176","331",S,-61.906939968940002,-33.676869794666096,104.513076999999996,BC,18/19,"331"
"177","333",S,-61.869888305152699,-33.625535842908199,102.049773999999999,BC,18/19,"333"
"178","340",M,-61.885565790392704,-33.658791707916102,105.427489999999977,BC,18/19,"340"
"179","342",M,-61.790644059227603,-33.846546768413702,100.332932000000000,BC,18/19,"342"
"180","345",S,-61.806344701757496,-33.874737512126003,92.924362000000002,BC,18/19,"345"
"181","346",S,-61.810837215991704,-33.872622567842996,92.924362000000002,BC,18/19,"346"
"182","347",S,-61.722098481221103,-33.839584183495695,105.455482000000003,BC,18/19,"347"
"183","348",S,-61.723117401975301,-33.844046457900895,105.455482000000003,BC,18/19,"348"
"184","349",S,-61.707648332344093,-33.842315430838703,103.328079000000002,BC,18/19,"349"
"185","350",M,-61.708481994779298,-33.846354439433398,103.328079000000002,BC,18/19,"350"
"186","353",M,-61.708389365619794,-33.838545517230102,101.349975999999998,BC,18/19,"353"
"187","360",S,-61.749840914481901,-33.838122353280603,102.049773999999999,BC,18/19,"360"
"188","361",S,-61.739049617403793,-33.837737656962901,102.628281000000001,BC,18/19,"361"
"189","362",S,-61.739744336099797,-33.840199683474005,102.628281000000001,BC,18/19,"362"
"190","364",S,-61.908607293810498,-33.809457737345703,106.985710000000012,BC,18/19,"364"
"191","366",S,-61.899853838240702,-33.810997021218704,104.737015000000000,BC,18/19,"366"
"192","367",M,-61.886839441335397,-33.809688631692097,101.452613999999997,BC,18/19,"367"
"193","368",S,-61.890313034815499,-33.813344375803602,101.452613999999997,BC,18/19,"368"
"194","370",S,-61.876696548373701,-33.814999029675000,100.519547000000003,BC,18/19,"370"
"195","375",S,-61.937345490535499,-33.797161713406197,101.219344999999990,BC,18/19,"375"
